x,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5
0.0,47.50725662327124,50.48579323385968,45.64642798195018,46.101718302742896,52.042755577753155,51.32650338363129
1.0,47.61824033153867,50.47438771786452,45.736495262532905,46.26258615938229,52.04070858498545,51.459157384535224
2.0,47.740299272025695,50.45258082390282,45.83575477035893,46.424161476308456,52.02557491211548,51.603707550937365
3.0,47.87359816025211,50.41989753917701,45.94474399777708,46.584948072807514,51.99679513710348,51.75947442164673
4.0,48.01815637769435,50.37595027585727,46.06387606058817,46.74355239844961,51.95391940086943,51.92563002448097
5.0,48.17384120495457,50.32044337627239,46.19342752581034,46.89869558716976,51.896612964326884,52.10120308845695
6.0,48.3403634179751,50.25317693680745,46.33352835288612,47.0492235974007,51.82466086542012,52.28508644258621
7.0,48.51727534070275,50.17404989498889,46.48415412412019,47.19411534688481,51.73797160490889,52.47604653056642
8.0,48.703971411508576,50.0830623301528,46.64512070687047,47.332488780879146,51.6365797980275,52.672734940013164
9.0,48.89969128352354,49.980316934791986,46.81608145443917,47.46360484300998,51.52064773855054,52.87370181543768
10.0,49.103525441391824,49.866019621105856,46.99652701523015,47.58686934858696,51.3904658321352,53.07741099636441
11.0,49.31442327932065,49.74047923536171,47.185787781094824,47.70183279031499,51.24645186697624,53.28225669619826
12.0,49.53120354826231,49.60410636133528,47.3830389664371,47.808188135613186,51.08914910168409,53.48658151406497
13.0,49.75256704414347,49.45741120324357,47.58730827016217,47.90576670275238,50.919223162748374,53.6886955512004
14.0,49.977111374784386,49.301000548109855,47.79748603350842,47.994532229362974,50.73745775683708,53.886896385856254
15.0,50.2033476110323,49.13557381730431,48.01233776877027,48.074573271179084,50.54474921635014,54.079489646383095
16.0,50.42971859814362,48.961918226967654,48.23051889746294,48.14609409084107,50.34209990994127,54.264809911358185
17.0,50.654618677029454,48.78090308702979,48.45059150213646,48.20940421587935,50.13061056297267,54.44124165851632
18.0,50.87641454202498,48.59347327845703,48.67104286433183,48.26490686139637,49.911471545912164,54.607239980927304
19.0,51.093466942705284,48.40064195807548,48.8903055325593,48.31308642623615,49.68595320134544,54.76135078941069
20.0,51.30415292224169,48.20348254969784,49.10677863910615,48.3544952814246,49.45539529239616,54.90223022459175
21.0,51.506888274113784,48.003120089201815,49.31885016333033,48.38974007625756,49.22119566675452,55.0286630102414
22.0,51.700149892837054,47.80072199955107,49.52491982220053,48.419467790552076,48.98479824105368,55.139579491504364
23.0,51.882497692847025,47.597488379394356,49.72342225647063,48.44435176123983,48.74768041985498,55.23407111715716
24.0,52.052595772842906,47.39464189571967,49.912850173236066,48.4650779077155,48.511340071862406,55.3114041439468
25.0,52.20923251071759,47.193417376971894,50.09177710284832,48.48233137323996,48.27728219306189,55.371031363096805
26.0,52.351339286596364,46.995051207975116,50.258879430334034,48.496783789382036,48.04700539215418,55.4126016739354
27.0,52.47800754832133,46.80077063185285,50.41295736857458,48.50908135714184,47.821988337826205,55.43596735696962
28.0,52.58850395473464,46.61178306684108,50.552954552478155,48.519833922264006,47.60367631000494,55.44118892823367
29.0,52.68228335705304,46.429265547385654,50.67797595007974,48.52960520358596,47.39346799819786,55.4285374879776
30.0,52.75899940715241,46.25435439916795,50.78730380771984,48.53890431237605,47.19270268930771,55.39849450931692
